timestamp,can_id,data
2025-06-26 20:24:09.386,0x320,DATA:68 3 136 0 0 0 0 0
2025-06-26 20:24:09.395,0x280,DATA:41 0 0 0 0 0 0 0
2025-06-26 20:24:09.395,0x288,DATA:17 195 51 0 0 94 207 0
2025-06-26 20:24:09.402,0x380,DATA:0 135 0 0 128 0 0 16
2025-06-26 20:24:09.405,0x470,DATA:0 0 0 0 2
2025-06-26 20:24:09.410,0x280,DATA:41 0 0 0 0 0 0 0
2025-06-26 20:24:09.416,0x288,DATA:17 195 51 0 0 94 207 0
2025-06-26 20:24:09.418,0x320,DATA:68 3 136 0 0 0 0 0
2025-06-26 20:24:09.418,0x280,DATA:41 0 0 0 0 0 0 0
2025-06-26 20:24:09.429,0x288,DATA:81 195 51 0 0 94 207 0
2025-06-26 20:24:09.435,0x288,DATA:81 195 51 0 0 94 207 0
2025-06-26 20:24:09.435,0x488,DATA:253 19 92 116 166 0 0 96
2025-06-26 20:24:09.437,0x520,DATA:6 0 1 150 124 18 163 1
2025-06-26 20:24:09.443,0x280,DATA:41 0 0 0 0 0 0 0
2025-06-26 20:24:09.443,0x288,DATA:81 195 51 0 0 94 207 0
2025-06-26 20:24:09.451,0x380,DATA:0 135 0 0 128 0 0 16
2025-06-26 20:24:09.458,0x320,DATA:68 3 136 0 0 0 0 0
2025-06-26 20:24:09.462,0x470,DATA:0 0 0 0 2
2025-06-26 20:24:09.462,0x570,DATA:3 0 0 0
2025-06-26 20:24:09.468,0x280,DATA:41 0 0 0 0 0 0 0
2025-06-26 20:24:09.472,0x288,DATA:143 195 51 0 0 94 207 0
2025-06-26 20:24:09.474,0x380,DATA:0 135 0 0 128 0 0 16
2025-06-26 20:24:09.482,0x320,DATA:68 3 136 0 0 0 0 0
2025-06-26 20:24:09.484,0x280,DATA:41 0 0 0 0 0 0 0
2025-06-26 20:24:09.492,0x288,DATA:143 195 51 0 0 94 207 0
2025-06-26 20:24:09.492,0x288,DATA:143 195 51 0 0 94 207 0
2025-06-26 20:24:09.500,0x488,DATA:93 19 92 116 166 0 0 192
2025-06-26 20:24:09.503,0x320,DATA:68 3 136 0 0 0 0 0
2025-06-26 20:24:09.508,0x470,DATA:0 0 0 0 2
